Date,ADN.L^H17,AZN.L,AV.L,ABX.TO,BLND.L,BT.L,CCL.L,CINE.L,CRH.L,DGE.L,DNLM.L,EZJ.L,FIS,FSKY.L,GSK.L,GLEN.L,GRG.L,HAYS.L,IHG.L,ICAG.L,IPF.L,IRV.L^C19,INVP.L,KNOS.L,LLOY.L,MNG.L,MNDI.L,NG.L,NXT.L,N91.L,PNN.L,PRU.L,RRS.L^A19,RDSa.AS,RDSb.L,SHP.L^A19,SN.L,SMIN.L,SKG.I,TSCO.L,TRIG.L,ULVR.L,UTG.L,VOD.L,WP^G19,JXN,AML.L,QQQ.O,INRG.L,NDXEX.DE,RTWO.L,PAK
2016-10-03,342.6,5041.0,444.5,22.49350547944392,629.0,385.1,3829.0,243.8062104573795,2581.0,2245.0,824.73032,846.964478,76.91,,1665.0,213.05392605,1046.0,122.25603151435203,3304.767161551691,262.7221756882968,271.5,262.260488,375.18225839999997,178.190991,54.29228915,,1577.723624,1105.9446671106639,4492.142909791846,,925.5061890000001,1156.1462224416,7790.0,22.355,2044.0,5063.0,1269.0,1496.0,19.73,185.02949833862712,105.5445376653696,3708.0,642.0,224.9,56.46,,,118.55,415.4,,50.88,63.828
2016-10-04,348.4,5025.0,447.6,20.133563508597963,628.5,389.2,3855.0,241.51205449926903,2659.0,2268.0,819.9129700000001,833.49387,76.46,,1696.0,215.53187355,1051.0,125.19532002559117,3348.105065774541,260.6039822839064,282.9,266.439938,382.9596684,183.161451,54.35183105000001,,1607.38368,1105.442877334298,4550.863732142066,,920.8683517499999,1167.33473427168,7330.0,22.9,2097.5,5128.0,1281.0,1510.0,19.67,188.4245350053909,106.2389096236944,3763.5,650.5,227.8,56.5,,,118.37,416.2,43.269,50.93,64.4
2016-10-05,348.6,5042.0,453.4,20.805011433357482,615.5,381.25,3785.0,238.8007792760475,2641.0,2220.5,826.175525,844.438739,76.87,,1689.0,213.05392605,1045.0,124.91976172766246,3290.657146223322,262.6559821444096,277.9,260.344906,380.1598008,184.90111199999998,54.282365500000004,,1589.2049359999999,1082.8623373978278,4550.863732142066,,890.9800672499999,1183.49591802624,7040.0,23.08,2125.0,5066.0,1265.0,1517.0,19.8,206.79767461375968,106.8340855879728,3688.5,635.5,225.05,56.85,,,118.79,417.5,43.09,51.255,64.06
2016-10-06,337.8,5026.0,443.3,20.33104819235076,596.0,373.85,3831.0,237.75798111327,2639.0,2220.0,792.9358100000001,785.9257855000001,78.28,,1680.5,212.55833655,1042.0,124.09308683387647,3283.6021385591375,252.3959828418936,276.5,257.384463,379.38205980000004,182.41588199999998,54.57015135,,1603.556576,1061.7871667904558,4495.931349943472,,872.4287182500001,1184.73908600736,6885.0,22.945,2122.0,5114.0,1222.0,1512.0,19.8,201.60526559400333,106.63569359988,3694.0,617.0,222.5,56.96,,,118.73,421.75,43.028,50.7,
2016-10-07,340.4,5086.0,449.9,20.64702368635524,587.0,367.75,3833.0,233.58678846215997,2660.0,2231.5,770.294265,754.354048,77.63,,1709.0,221.6276244,1004.0,120.69453449275626,3275.5392726572118,241.4740481005056,274.5,247.458269,382.0263792,186.14372699999998,52.099162500000006,,1604.513352,1043.2209450649138,4280.937371338635,,854.9079997499999,1192.6124832211199,7075.0,22.985,2167.5,5196.0,1241.0,1525.0,19.725,200.9062874567284,105.64373365941599,3719.5,605.0,223.55,56.48,,,118.47,424.5,43.068,50.705,63.6
2016-10-10,340.8,5096.0,447.9,,583.5,373.0,3817.0,231.501192136605,2723.0,2238.0,761.6230350000001,737.0948315,77.41,,1722.5,225.988812,1006.0,123.72567576997157,3276.5471308949527,240.0839836788744,266.1,244.149538,383.3485389,185.398158,51.98007870000001,,1618.864992,1047.7370530522078,4294.196911869329,,845.1170099999999,1195.5132085103999,7065.0,23.505,2227.0,5323.0,1249.0,1528.0,20.35,202.8035138293317,106.139713629648,3751.5,595.0,225.75,56.7,,,119.22,428.6,43.447,51.275,63.52
2016-10-11,340.5,5051.0,447.2,20.2915512556002,589.5,373.15,3817.0,234.003907727271,2693.0,2228.5,773.66641,758.1426565,76.49,,1719.0,219.9426201,1008.0,127.95090300487782,3269.492123230768,248.95391855975922,275.0,247.806556,381.6375087,185.895204,53.230458600000006,,1597.81592,1056.7692690267959,4462.782498616734,,862.1224132499999,1191.7837045670399,6960.0,23.195,2212.0,5220.0,1244.0,1510.0,20.32,201.8049736332247,107.3300655582048,3754.0,593.0,226.0,56.0,,,117.52,426.25,43.279,50.325,63.2072
2016-10-12,338.0,4958.5,455.7,20.75564026241928,582.0,369.9,3760.0,232.5439902993825,2657.0,2200.5,772.70294,755.6169175,77.19,,1700.0,234.1164798,1000.0,129.51240002647359,3267.4764067552865,251.13830550803678,273.5,242.4081,378.5265447,189.374526,52.62511595,,1584.421056,1050.2460019340378,4427.7394272141855,,852.3314235,1201.3146590889598,6930.0,23.11,2187.0,5109.0,1217.0,1485.0,19.945,200.9062874567284,104.7509697129984,3723.5,590.0,223.65,56.23,,,117.42,426.65,43.333,50.45,63.4332
2016-10-13,325.5,4950.5,443.5,20.8840053068586,595.5,368.0,3761.0,231.084072871494,2631.0,2198.5,764.513445,739.199614,76.33,,1700.0,228.81367215,995.0,124.82790896168625,3263.444973804324,245.90901554094802,263.6,236.487213,365.3827218,190.86566399999998,52.128933450000005,,1528.928048,1060.7835872377239,4336.8168635751335,,865.2143047500001,1145.37209993856,7030.0,22.915,2176.5,5176.0,1230.0,1474.0,19.65,194.81519226047573,103.8582057665808,3596.5,602.0,223.9,55.87,,,117.0,425.6,42.863,49.79,63.44
2016-10-14,325.3,4947.0,445.8,20.340922426538402,593.5,375.3,3769.0,229.83271507616098,2676.0,2190.0,754.8787450000001,742.9882225,76.5,,1691.0,226.23660675000002,989.0,125.83828938742471,3262.4371155665826,251.13830550803678,263.7,242.582244,367.871493,186.889296,52.02969695,,1529.884824,1071.8229623177758,4358.600394446989,,869.33682675,1149.10160388192,6800.0,23.1,2184.5,5147.0,1240.0,1480.0,19.9,203.4026379469959,104.2549897427664,3547.5,601.0,225.05,56.33,,,117.14,432.35,43.39,49.725,63.4
2016-10-17,320.7,4974.5,438.4,20.59765251541704,585.5,378.65,3756.0,227.74711875060598,2680.0,2174.0,740.426695,735.4110055,75.81,,1665.0,227.87205210000002,981.0,124.36864513180515,3226.1542190079185,249.88062817418,262.3,244.323681,368.0270412,188.87748,52.416719300000004,,1517.4467359999999,1064.797905448652,4265.783610732125,,857.99989125,1133.3548094544,6820.0,22.77,2145.5,5079.0,1223.0,1474.0,19.7,201.0061414763391,103.26302980230238,3504.5,591.0,224.45,55.93,,,116.82,429.75,43.175,49.56,62.88
2016-10-18,329.0,5002.0,440.1,21.19998080086308,591.5,384.65,3764.0,231.918311401716,2716.0,2173.0,744.280575,772.876134,75.95,,1667.0,235.2067767,977.5,127.95090300487782,3256.3899661401388,255.97043421180243,269.5,257.210319,375.18225839999997,188.87748,53.5281681,,1543.2796879999999,1061.7871667904558,4493.090019829752,,870.36745725,1141.2282066681598,6960.0,23.03,2145.0,5146.0,1235.0,1484.0,20.395,207.99592284908812,105.147753689184,3495.5,595.0,226.15,56.5,,,117.86,430.0,43.621,49.875,62.6
2016-10-19,329.4,4940.5,436.9,22.40463737175516,602.0,380.0,3753.0,240.46925633649153,2691.0,2180.5,745.72578,779.611438,76.32,,1665.0,236.69354520000002,980.0,131.80871917587916,3298.720012125248,260.2068210205832,269.4,255.468881,378.759867,189.126003,54.45106755,,1559.54488,1071.3211725414099,4615.267214719727,,869.852142,1147.8584359008,7110.0,23.275,2164.5,5143.0,1232.0,1480.0,20.645,214.53636113358894,104.651773718952,3467.5,600.0,223.95,57.8,,,117.85,434.0,43.64,50.0,63.0
2016-10-20,323.8,4977.5,440.0,22.226901156377643,609.0,376.8,3773.0,239.21789854115852,2688.0,2190.0,751.0248650000001,786.7676985,75.29,,1665.5,234.95898195,978.5,131.71686640990296,3250.342816713695,265.3699174437848,300.0,255.120594,379.6931562,188.380434,55.1357994,,1550.933896,1073.328331646874,4599.166344075312,,870.8827725000001,1158.6325584038398,7065.0,23.26,2174.5,5125.0,1233.0,1436.0,20.415,210.2925653001342,104.8501657070448,3489.0,598.0,223.5,56.87,,,117.71,431.55,43.592,49.76,63.52
2016-10-21,321.5,4952.0,440.5,22.27627232731584,602.5,380.35,3775.0,238.8007792760475,2711.0,2178.5,748.134455,773.2970905,75.01,,1658.5,235.45457145000003,984.0,131.9924247078316,3184.8320312605506,264.5755949171384,298.1,256.687888,381.6375087,188.87748,54.7190061,,1561.458432,1070.317592988678,4555.5992823316,,871.913403,1147.8584359008,7155.0,23.315,2168.5,5053.0,1222.0,1436.0,20.65,210.49227333935562,105.24694968323038,3486.5,597.0,223.55,57.35,,,118.15,433.45,44.076,49.87,
2016-10-24,322.4,4851.0,445.3,21.81218332049676,602.0,377.7,3805.0,234.83814625749298,2723.0,2178.0,746.2075150000001,784.2419595,75.9,,1641.0,235.5041304,980.5,130.43092768623583,3170.7220159321814,267.95146565538556,301.4,256.862031,387.1594698,198.32135399999999,54.55030405,,1537.539032,1050.747791710404,4552.757952217879,,853.8773692500001,1161.11889436608,6985.0,23.235,2163.5,4945.5,1213.0,1444.0,20.3,210.34249230993956,105.84212564750881,3471.5,597.0,223.4,58.1,,,119.57,431.9,44.535,50.2,62.4528
2016-10-25,320.1,4811.5,448.5,22.286146561503482,601.5,387.7,3779.0,230.8755132389385,2696.0,2203.5,733.2006700000001,778.769525,75.56,,1629.5,243.97871085000003,969.5,129.51240002647359,3183.82417302281,265.9656593387696,301.3,251.463575,390.42598200000003,195.83612399999998,54.927402750000006,,1551.890672,1061.2853770140898,4470.3593789199895,,859.03052175,1162.3620623472,7200.0,23.25,2182.5,4892.5,1208.0,1447.0,20.055,209.84322221188606,105.44534167132319,3477.5,597.5,226.0,57.58,,,119.19,429.15,44.487,49.8,62.0
2016-10-26,317.1,4777.0,448.6,21.96029683331136,592.5,387.6,3770.0,227.12143985293952,2671.0,2190.0,739.94496,794.7658720000001,75.15,,1626.5,238.72546215,963.0,128.86943066464002,3154.5962841283304,279.8001100111944,298.7,242.756388,388.7149518,199.315446,55.45335620000001,,1526.05772,1053.7585303685998,4479.8304792990575,,854.3926845000001,1157.38939042272,7085.0,22.98,2135.5,4901.0,1189.0,1433.0,20.0,213.23825887864987,104.2549897427664,3453.0,589.0,226.25,59.59,,,118.38,427.8,44.166,49.71,60.96
2016-10-27,318.2,4614.5,448.9,22.266398093128203,578.0,379.25,3752.0,226.7043205878285,2660.0,2189.0,729.34679,775.401873,74.09,,1630.5,241.2529686,957.5,127.95090300487782,3158.627717079293,273.710303973572,298.4,242.059813,389.2593705,199.563969,57.0609875,,1541.3661359999999,1061.7871667904558,4551.8108421799725,,854.3926845000001,1156.5606117686398,7005.0,23.215,2170.5,4950.0,1193.0,1420.0,19.9,213.93723701592475,104.8501657070448,3438.5,582.0,226.1,59.15,,,117.84,426.6,43.951,49.0,61.0796
2016-10-28,322.9,4617.0,446.8,22.602122055507962,590.0,378.75,3877.0,225.4529627924955,2670.0,2187.5,738.98149,801.9221325,74.37,,1627.5,242.3432655,960.5,128.04275577085403,3168.706299456699,289.927722225936,300.0,238.402794,387.315018,201.80067599999998,57.29915510000001,,1532.755152,1062.790746343188,4710.925328548311,,855.423315,1134.5979774355199,7000.0,23.02,2155.0,4781.5,1209.0,1427.0,20.04,215.43504731008528,106.139713629648,3442.5,562.5,227.45,59.07,,,117.1,424.7,43.783,48.895,61.28
2016-10-31,320.2,4588.0,442.8,23.303192682830403,585.5,375.95,3936.0,225.4529627924955,2644.0,2179.5,728.865055,788.872481,73.92,,1618.5,247.79475000000002,955.5,125.47087832351983,3199.9499048266607,287.5447546459968,294.5,235.790638,395.092428,201.30363,56.8228199,,1527.014496,1068.8122236595798,4561.2819425590405,,860.0611522500001,1106.0051138697597,7240.0,22.71,2115.0,4650.0,1183.0,1418.0,19.96,210.44234632955028,106.5364976058336,3418.0,553.5,224.8,58.36,,,116.99,422.25,43.456,48.715,61.24
2016-11-01,316.1,4512.0,438.9,24.34986150672024,581.5,371.15,3935.0,227.9556783831615,2606.0,2159.5,739.4632250000001,791.8191765,76.85,,1604.0,244.27606455,953.0,127.58349194097293,3147.5412764641455,293.3035929641832,295.0,230.740469,393.1480755,203.78886,55.810607600000004,,1526.05772,1053.7585303685998,4555.5992823316,,839.9638575,1113.04973242944,7395.0,23.375,2199.0,4527.5,1156.0,1401.0,19.565,212.8887698100124,106.3381056177408,3443.5,549.0,221.7,58.39,,,116.11,414.1,42.717,48.275,63.1604
2016-11-02,306.0,4525.5,430.2,23.93514367083936,585.0,372.2,3905.0,224.2016049971625,2596.0,2132.5,747.65272,814.9717840000001,75.05,,1606.5,244.77165405,943.0,127.4916391749967,3113.2740963809624,292.1783027181008,291.9,226.735163,391.981464,202.049199,54.72892975,,1528.928048,1031.679780208496,4715.660878737845,,829.1422372500001,1102.2756099264,7585.0,22.765,2136.5,4431.5,1154.0,1416.0,20.65,208.94453603538977,106.0405176356016,3414.0,553.5,218.5,57.99,,,115.18,405.65,42.244,47.825,63.84
2016-11-03,307.0,4434.5,431.6,24.211622228093283,607.0,371.35,3874.0,225.24440315994002,2551.0,2070.5,745.244045,839.8082175000001,74.97,,1554.0,239.4688464,941.5,127.58349194097293,3089.0854986751856,298.4004958434976,303.5,233.004338,390.81485250000003,201.80067599999998,55.60221095000001,,1516.4899599999999,1024.152933563006,4820.790092945497,,829.6575525000001,1111.80656444832,7110.0,22.87,2110.5,4539.0,1145.0,1400.0,20.92,209.69344118247002,106.43730161178719,3355.0,561.0,217.5,58.25,,,114.05,393.7,41.893,47.525,63.6
2016-11-04,304.6,4368.0,418.9,24.191873759718,590.5,361.55,3847.0,222.95024720182948,2552.0,2058.5,729.34679,828.0214355,75.42,,1528.5,235.70236620000003,932.5,124.6442034297338,3044.739736214596,287.7433352776584,290.0,225.6903,378.05990010000005,201.552153,55.03656290000001,,1483.0028,1020.640405128444,4680.617807335294,,831.2034982499999,1081.14175424736,6790.0,22.72,2090.5,4428.0,1125.0,1372.0,20.315,202.20438971166752,105.5445376653696,3318.0,555.0,213.65,58.05,,,113.65,393.2,41.706,48.025,63.4884
2016-11-07,306.5,4430.5,428.4,22.918097549512442,598.5,361.1,3901.0,225.03584352738451,2602.0,2072.0,726.4563800000001,837.2824785,76.5,,1549.0,248.9841648,933.0,127.21608087706802,3104.2033722412957,294.7598509297016,295.3,233.700913,387.7038885,202.297722,55.641905550000004,,1511.70608,1012.1099789302219,4724.184869079005,,822.443139,1115.53606839168,6675.0,23.125,2135.5,4560.0,1144.0,1395.0,20.475,199.9077472606214,106.0405176356016,3360.5,560.0,215.9,58.73,,,116.35,403.25,42.735,48.785,63.8
2016-11-08,311.3,4450.5,430.0,22.5626251187574,596.5,363.0,3942.0,223.993045364607,2650.0,2091.0,725.49291,855.383608,76.6,,1557.0,250.71872805,920.0,125.6545838554723,3119.3212458074067,291.7811414547776,293.4,225.6903,395.092428,202.297722,55.810607600000004,,1543.2796879999999,1023.1493540102739,4797.112341997827,,833.7800745,1121.33751897024,6775.0,23.4,2165.0,4522.0,1135.0,1404.0,20.35,200.9062874567284,105.94132164155519,3382.0,571.5,216.25,58.67,,,117.11,406.1,42.968,48.83,64.3196
2016-11-09,310.2,4575.5,444.1,22.769984036697842,597.5,362.8,3943.0,225.24440315994002,2810.0,2067.0,724.52944,870.538042,76.9,,1599.5,267.86612475,914.5,127.03237534511558,3124.3605369961097,292.37688334976235,278.8,238.054506,396.64791,202.546245,57.07091115,,1549.020344,1009.0992402720259,4792.376791808294,,841.50980325,1181.42397139104,7115.0,23.61,2163.5,4897.0,1128.0,1453.0,19.79,199.35855015276258,106.139713629648,3311.0,568.5,216.6,58.73,,,117.65,386.0,43.58,49.75,64.0
2016-11-10,310.2,4404.5,458.5,20.95312494617208,581.0,347.85,3943.0,226.078641690162,2812.0,1992.5,722.6025000000001,873.905694,77.05,,1573.5,282.486015,914.0,128.41016683475894,3134.4391193735164,287.5447546459968,282.5,252.856725,390.42598200000003,204.037383,59.174724950000005,,1522.2306159999998,947.2787398237347,4632.315195402048,,811.6215187500001,1268.8601193964798,6385.0,23.5,2135.5,5083.0,1075.0,1446.0,20.65,199.20876912334649,106.43730161178719,3181.0,560.0,207.9,57.4,,,115.75,364.75,42.986,51.23,64.2
2016-11-11,288.4,4326.0,451.7,19.80771378040584,587.0,361.0,3910.0,223.993045364607,2760.0,1982.5,728.38332,888.218215,76.32,,1534.5,276.88585365000006,901.5,126.38940598328205,3077.9990580600384,291.6487543670032,275.0,250.244569,377.982126,201.80067599999998,59.0457175,,1451.4291919999998,959.1209785459723,4773.434591050159,,818.8359322499999,1224.5204614032,5955.0,22.66,2038.0,4997.5,1075.0,1374.0,20.6,198.16030191743414,105.7429296534624,3163.5,558.5,204.6,58.05,,,115.8,355.7,43.205,51.715,64.8252
2016-11-14,289.0,4365.5,461.0,19.610229096653043,587.5,357.65,3939.0,228.99847654593898,2804.0,1970.0,725.974645,868.8542160000001,75.19,,1537.5,280.3054212,912.5,127.95090300487782,3117.3055293319244,291.7149479108904,285.0,257.906894,379.92647850000003,206.025567,60.107548050000005,,1451.4291919999998,930.3182453825639,4749.756840102489,,793.5854850000001,1251.4557676608,5815.0,22.45,2017.5,4942.0,1067.0,1384.0,20.3,205.54949936862596,104.94936170109119,3131.5,548.5,204.6,55.51,,,114.63,359.6,43.351,53.25,64.032
2016-11-15,295.4,4361.5,460.9,20.65689792054288,606.5,363.7,3997.0,228.58135728082797,2781.0,1987.5,730.791995,915.159431,74.74,,1534.5,265.0412646,912.0,128.50201960073517,3181.808456547328,300.38630216011364,288.2,221.51085,389.648241,204.28590599999998,60.931211000000005,,1454.29952,933.7304158618526,4849.2033940827005,,799.769268,1262.2298901638399,5930.0,23.055,2076.5,4852.5,1077.0,1410.0,20.375,216.683222555219,105.0485576951376,3174.5,551.0,202.4,56.91,,,116.22,366.8,43.915,52.995,64.4
2016-11-16,289.0,4353.5,454.6,20.71614332566872,592.5,362.15,3956.0,229.83271507616098,2701.0,2002.5,732.2372,892.42778,75.1,,1526.0,263.95096770000004,915.5,126.75681704718693,3178.7848818341067,294.0317219469424,285.4,204.79305,389.2593705,216.21501,59.94876965,,1445.6885359999999,931.6228988011154,4820.790092945497,,812.6521492499999,1260.1579435286399,5850.0,23.08,2066.0,4845.0,1077.0,1389.0,20.68,212.83884280020706,104.94936170109119,3128.5,546.0,203.0,58.58,,,116.91,365.3,44.406,53.465,64.0
2016-11-17,288.0,4340.0,456.8,20.410042065851883,610.0,373.4,4025.0,229.2070361784945,2746.0,2027.0,742.353635,910.949866,75.87,,1523.5,265.28905935,920.0,127.95090300487782,3195.918471875698,295.885141175784,288.6,204.096475,395.87016900000003,218.94876299999999,59.5220527,,1490.657008,934.8343533698579,4920.236646925709,,826.565661,1259.7435542015999,6085.0,23.33,2079.5,4826.5,1097.0,1385.0,20.405,213.687601966898,104.35418573681281,3120.0,552.5,205.35,59.18,,,117.76,366.4,44.623,53.72,64.12
2016-11-18,286.0,4323.5,454.1,20.40016783166424,603.5,362.9,4084.0,228.37279764827252,2732.0,2029.0,741.390165,901.6888230000001,77.12,,1522.5,259.5897801,932.0,126.94052257913937,3275.5392726572118,295.223205736912,290.4,207.927638,393.536946,225.658884,58.9861756,,1500.224768,932.2250465327547,4820.790092945497,,826.565661,1255.5996609311999,5790.0,23.155,2069.5,4799.0,1108.0,1370.0,20.965,212.1897916727375,104.0565977546736,3120.0,555.0,204.9,59.32,,,117.32,367.35,44.924,53.78,63.04
2016-11-21,284.6,4325.5,449.4,20.3902935974766,595.0,361.55,4030.0,225.24440315994002,2711.0,2005.0,725.974645,898.321171,77.53,,1515.5,265.78464885,914.0,129.4205472604974,3242.2799508117696,293.4359800519576,281.6,204.79305,394.314687,225.161838,58.65869515,,1519.3602879999999,937.1425863411414,4745.021289912956,,834.29538975,1253.5277142959999,6005.0,23.68,2100.0,4712.0,1096.0,1370.0,20.88,212.98862382962312,104.15579374872,3107.0,550.0,202.15,59.73,,,118.54,362.8,45.236,53.88,64.1168
2016-11-22,288.2,4205.5,456.2,20.3902935974766,598.5,366.45,4089.0,225.661522425051,2692.0,2002.5,731.7554650000001,896.637345,77.64,,1503.5,279.95850855,916.5,131.62501364392674,3294.6885791742843,300.3201086162264,288.0,209.320788,404.0364495,224.416269,59.293808750000004,,1557.631328,945.1712227629974,4768.699040860623,,842.5404337499999,1277.9766845913598,5815.0,23.75,2110.0,4601.5,1089.0,1380.0,20.9,218.3807408886009,104.94936170109119,3126.5,551.5,203.05,58.71,,,118.9,366.55,45.322,54.265,
2016-11-23,287.8,4168.0,456.8,19.471989818026078,593.0,360.5,4136.0,227.32999948549502,2649.0,1991.5,725.011175,880.640998,79.0,,1505.0,283.52675295,921.5,130.15536938830712,3275.5392726572118,298.26810875572323,286.6,212.107088,406.36967250000004,228.392637,59.1846486,,1551.890672,935.0350692804043,4704.295558282964,,837.3872812499999,1277.1479059372798,5685.0,23.795,2106.0,4596.0,1092.0,1403.0,21.22,213.0884778492338,104.45338173085919,3121.5,549.5,200.6,58.78,,,118.42,367.45,45.264,54.645,64.1324
2016-11-24,288.4,4210.0,459.7,19.402870178712597,591.5,358.1,4098.0,227.74711875060598,2706.0,1996.0,717.78515,860.4350860000001,,,1523.0,286.05425940000003,919.5,130.70648598416452,3333.9950504461713,291.582560823116,288.0,211.932944,405.203061,232.866051,59.2243432,,1562.415208,913.1570350308467,4688.194687638548,,834.8107050000001,1292.48031103776,5680.0,23.86,2117.5,4650.5,1105.0,1403.0,21.15,211.1912514766305,105.147753689184,3120.0,553.0,199.4,,,,,371.95,45.477,55.175,
2016-11-25,286.1,4301.5,457.5,19.787965312030558,592.5,358.85,4112.0,227.74711875060598,2711.0,2015.0,716.3399450000001,858.75126,78.76,,1540.5,280.8010107,923.5,130.70648598416452,3357.175789914207,291.31778664756723,289.6,206.534488,406.75854300000003,234.60571199999998,58.321291050000006,,1559.54488,926.7053589927287,4689.141797676455,,842.0251185000001,1284.6069138239998,5720.0,23.65,2111.0,4689.0,1117.0,1401.0,21.15,211.8902296139054,105.94132164155519,3173.0,557.5,198.95,58.9,,,118.8,371.8,45.414,55.13,64.4
2016-11-28,274.8,4248.5,452.9,20.429790534227163,597.5,350.3,4100.0,227.53855911805047,2658.0,2010.0,718.266885,846.122565,78.67,,1527.5,282.486015,915.0,129.9716638563547,3328.955759257468,289.19959324317676,278.9,205.141338,405.980802,219.197286,57.418238900000006,,1561.458432,933.3289840407599,4565.070382710667,,858.5152065,1278.8054632454398,5965.0,23.385,2072.0,4720.0,1117.0,1391.0,20.85,209.2940251040272,106.3381056177408,3146.5,560.0,195.25,58.18,,,118.53,374.05,45.498,54.69,64.4004
2016-11-29,267.8,4246.0,451.7,20.489035939353002,600.0,354.35,4129.0,227.74711875060598,2642.0,2011.5,724.52944,851.174043,78.9,,1508.0,278.86821165000003,910.0,128.77757789866382,3352.1364987255038,294.23030257860404,279.9,208.275925,405.5919315,218.70024,57.26938415,,1562.415208,931.4221828905692,4677.776477221574,,853.8773692500001,1281.7061885347198,5845.0,23.03,2031.5,4721.0,1128.0,1400.0,21.155,208.54511995694696,106.2389096236944,3130.0,561.5,194.25,58.0,,,118.94,369.95,45.572,54.565,64.1048
2016-11-30,268.0,4149.5,447.0,19.896581888094598,591.5,357.1,4044.0,227.12143985293952,2660.0,2005.0,712.00433,833.49387,77.19,,1495.5,276.8362947,902.0,127.58349194097293,3306.782878027173,286.94901275101205,278.6,208.450069,404.42532,222.42808499999998,57.42816255,,1562.415208,916.4688475548624,4644.627625894837,,843.0557489999999,1283.3637458428798,5700.0,23.98,2118.5,4660.0,1127.0,1411.0,21.5,208.39533892753087,105.84212564750881,3196.0,559.0,193.9,56.43,,,117.5,370.4,45.366,54.42,63.266
2016-12-01,266.2,4080.0,445.9,19.76821684365528,579.5,353.2,3925.0,227.32999948549502,2625.0,1966.5,706.22351,838.9663045,75.73,,1468.5,281.04880545000003,902.5,127.39978640902046,3284.609996796878,279.6015293795328,284.4,213.500238,400.92548550000004,218.70024,57.15030035000001,,1513.619632,901.9169440402483,4619.055654871353,,816.259356,1307.81271613824,5705.0,24.56,2178.0,4554.5,1106.0,1430.0,21.125,205.2499373097939,106.3381056177408,3097.0,549.0,191.0,55.11,,,115.47,364.25,44.259,54.1,64.12
2016-12-02,272.4,4055.0,443.4,20.548281344478838,587.0,358.6,3907.0,227.32999948549502,2575.0,1957.5,706.705245,817.0765665,75.0,,1467.0,275.44864409999997,902.5,125.83828938742471,3243.28780904951,275.365142570752,279.2,206.708631,397.8145215,210.250458,57.11060575,,1517.4467359999999,906.0316202064495,4608.63744445438,,817.2899865,1293.72347901888,5825.0,24.355,2152.0,4589.5,1117.0,1417.0,20.75,206.44818554512224,107.0324775760656,3110.5,548.5,191.4,55.73,,,115.7,359.0,44.053,54.085,65.0
2016-12-05,266.1,4033.5,450.3,20.5877782812294,586.0,352.15,4039.0,226.078641690162,2591.0,1961.0,715.85821,820.4442185,75.28,,1459.0,287.68970475000003,909.0,127.30793364304425,3268.484264993027,274.041271693008,282.2,212.629519,400.1477445,198.569877,57.80526125,,1515.533184,894.6911712605779,4597.272123999498,,791.524224,1312.78538806272,5640.0,24.385,2155.0,4620.0,1107.0,1423.0,20.98,212.0899376531268,106.73488959392638,3122.0,543.5,190.5,56.71,,,116.6,360.25,44.093,54.615,65.12
2016-12-06,270.9,4037.5,464.4,20.2915512556002,597.0,352.1,4026.0,226.495760955273,2656.0,1956.5,711.0408600000001,825.4956965,75.51,,1460.0,283.477194,909.5,128.77757789866382,3242.2799508117696,274.6370135879928,281.3,212.107088,407.1474135,193.84794,59.0258702,,1525.100944,905.1283986089907,4669.252486880413,,803.89179,1313.19977738976,5765.0,24.325,2154.0,4561.0,1118.0,1407.0,20.87,210.24263829032887,107.627653540344,3135.0,551.0,191.75,56.79,,,116.88,358.9,43.97,54.685,66.36
2016-12-07,276.1,4007.0,482.2,20.65689792054288,616.0,357.3,4078.0,227.74711875060598,2726.0,2000.5,729.828525,836.4405655,75.62,,1462.5,294.13236825,916.0,130.15536938830712,3365.2386558161325,287.7433352776584,285.4,221.51085,417.64691700000003,192.605325,61.79456855000001,,1566.2423119999999,912.755603209754,4695.7715679418025,,805.43773575,1366.65600057792,5950.0,24.585,2194.0,4357.0,1117.0,1442.0,21.18,212.98862382962312,107.5284575462976,3111.0,561.0,195.15,57.46,,,118.36,368.3,44.014,55.365,66.48
2016-12-08,262.5,4116.0,487.5,20.735891794044,617.0,357.05,4125.0,226.7043205878285,2720.0,2029.0,733.2006700000001,847.8063910000001,75.12,,1460.0,299.98032435,924.5,131.1657498140456,3374.3093799557987,296.878044334092,284.5,224.29715,411.424989,194.096463,62.290751050000004,,1564.3287599999999,919.8810180341512,4612.425884606006,,799.25395275,1348.8372595151998,5925.0,24.73,2195.0,4330.5,1130.0,1440.0,22.21,216.63329554541363,107.7268495343904,3092.0,561.5,198.35,57.52,,,118.57,371.45,45.311,56.535,67.24
2016-12-09,261.1,4280.0,482.7,20.12368927441032,622.0,352.0,4122.0,229.83271507616098,2705.0,2043.0,740.9084300000001,839.387261,75.56,,1478.0,297.3537,941.0,131.71686640990296,3376.32509643128,292.1783027181008,160.6,217.3314,415.7025645,195.83612399999998,61.268615100000005,,1541.3661359999999,924.9992737530844,4597.272123999498,,815.7440407500001,1321.0731746035199,5865.0,24.95,2184.0,4432.5,1169.0,1442.0,21.9,217.78161677093672,108.71880947485438,3124.5,570.5,198.4,57.34,,,119.5,369.2,45.876,56.845,68.12
